los_2022_q1,los_2022_q2,los_2022_q3,los_2022_q4,los_2023_q1,los_2023_q2,los_2023_q3,los_2023_q4,los_2024_q1,los_2024_q2,los_2024_q3,los_2024_q4
83.75,93.75,86.1,96.9,94.5,100.0,97.5,96.9,87.6,94.10526315789474,94.21052631578948,93.16666666666667
29.41176470588235,25.0,78.42857142857143,64.4,57.25,72.1470588235294,79.61764705882354,69.3529411764706,46.470588235294116,63.6764705882353,90.1470588235294,59.470588235294116
51.351351351351354,50.67567567567568,72.60606060606061,60.878787878787875,70.26666666666667,85.86666666666666,82.71428571428571,56.72,59.0,69.58333333333333,90.85714285714286,70.2
5.555555555555555,13.88888888888889,58.666666666666664,65.66666666666667,52.888888888888886,52.888888888888886,71.11111111111111,47.333333333333336,50.0,44.888888888888886,72.55555555555556,59.888888888888886
12.931034482758621,22.413793103448278,57.93103448275862,64.0,66.17241379310344,59.172413793103445,67.48275862068965,73.0,58.37931034482759,72.89655172413794,84.13793103448276,57.0
21.428571428571427,32.142857142857146,70.71428571428571,46.642857142857146,42.0,53.857142857142854,76.21428571428571,58.214285714285715,53.92857142857143,70.54545454545455,83.0,32.333333333333336
7.6923076923076925,40.38461538461539,87.84615384615384,72.38461538461539,85.6923076923077,94.83333333333333,89.75,64.58333333333333,64.83333333333333,72.72727272727273,84.76923076923077,80.92307692307692
25.0,33.333333333333336,69.16666666666667,81.33333333333333,58.666666666666664,70.83333333333333,81.33333333333333,72.0,63.0,56.5,87.5,31.5
0.0,62.5,,100.0,38.0,37.5,88.0,50.0,50.0,50.0,100.0,62.5
0.0,12.5,25.166666666666668,29.333333333333332,73.16666666666667,71.0,68.83333333333333,37.666666666666664,44.0,75.16666666666667,62.666666666666664,60.666666666666664
45.833333333333336,67.36111111111111,94.91666666666667,93.83333333333333,78.25,97.56,95.73076923076923,96.65384615384616,81.24242424242425,71.89285714285714,95.75862068965517,82.51724137931035
93.75,97.5,100.0,100.0,100.0,99.4,100.0,100.0,100.0,100.0,100.0,100.0
35.0,61.666666666666664,87.2,89.73333333333333,90.53333333333333,91.44827586206897,87.65517241379311,77.65517241379311,49.3448275862069,45.827586206896555,76.06666666666666,80.6
18.42105263157895,25.0,50.6551724137931,50.625,64.16666666666667,62.351351351351354,77.58333333333333,52.891891891891895,52.638888888888886,70.97222222222223,63.80555555555556,57.205882352941174
9.722222222222221,38.888888888888886,71.55555555555556,73.83333333333333,64.88888888888889,73.66666666666667,82.22222222222223,68.33333333333333,52.5,55.88235294117647,89.33333333333333,49.46666666666667
8.333333333333334,45.833333333333336,73.33333333333333,71.0,44.0,85.5,75.16666666666667,71.0,56.333333333333336,29.333333333333332,92.6,64.83333333333333
10.9375,29.6875,45.5625,62.0,73.625,59.5,78.3125,61.75,58.125,57.8125,74.4375,36.25
25.0,35.0,70.2,75.2,67.8,90.0,62.8,75.2,45.4,40.75,72.8,67.8
87.5,100.0,100.0,97.0,100.0,97.0,100.0,100.0,100.0,100.0,100.0,100.0
38.46153846153846,51.92307692307692,82.0,81.92307692307692,66.61538461538461,75.27272727272727,80.81818181818181,68.36363636363636,80.72727272727273,85.27272727272727,89.46153846153847,68.83333333333333
87.5,84.375,98.5,100.0,100.0,98.5,98.5,100.0,100.0,100.0,100.0,100.0
40.0,55.0,88.9,86.22222222222223,65.875,84.88888888888889,97.22222222222223,87.625,75.125,87.5,97.0,62.666666666666664
